english,japanese,type,grade
skin,皮膚，皮膜,noun,5
soil,土，土壌,noun,5
soldier,兵士,noun,5
solution,解決（法）,noun,5
statement,話，陳述，声明,noun,5
status,社会的地位,noun,5
stock,株，在庫／…を在庫に持つ,noun,5
strength,力，強さ,noun,5
substance,物質,noun,5
sum,金額，合計,noun,5
survey,調査,noun,5
survival,生存,noun,5
talent,才能,noun,5
theme,テーマ,noun,5
thought,考えること，考え,noun,5
threat,脅威,noun,5
tongue,言葉，舌,noun,5
tradition,伝統,noun,5
treatment,扱い，処置，治療,noun,5
tribe,部族,noun,5
trust,信頼，信用／…を信頼［信用］する,noun,5
union,統合,noun,5
vehicle,乗り物，伝達手段,noun,5
victim,犠牲者,noun,5
violence,暴力,noun,5
virus,ウイルス,noun,5
vision,未来像，ビジョン,noun,5
vocabulary,語い,noun,5
wealth,富，財産,noun,5
wisdom,知恵,noun,5
witness,目撃者，証人／…を目撃する,noun,5
youth,若さ，青年期，青少年,noun,5
accurate,正確な,adjective,5
actual,現実の，実際の,adjective,5
alike,よく似た,adjective,5
anxious,心配して，切望する,adjective,5
appropriate,適当な，適切な,adjective,5
asleep,眠っている,adjective,5
attractive,魅力的な,adjective,5
awake,目を覚ましている,adjective,5
biological,生物学上の,adjective,5
bored,退屈した,adjective,5
brief,短い,adjective,5
capable,可能性がある，しかねない，有能な,adjective,5
chemical,化学の／化学製品,adjective,5
civilized,発達した文明をもつ,adjective,5
comfortable,心地の良い,adjective,5
complicated,複雑な,adjective,5
conscious,意識して，気づいて,adjective,5
constant,絶え間ない,adjective,5
contemporary,現在の，現代の，同時代の,adjective,5
contrary,反対の,adjective,5
convenient,都合がよい,adjective,5
creative,創造的な,adjective,5
critical,極めて重要な，非常に深刻な,adjective,5
curious,好奇心が強い,adjective,5
current,現在の，目下の／流れ,adjective,5
dependent,依存している,adjective,5
distant,遠く離れた,adjective,5
domestic,国内の，家庭内の,adjective,5
dramatic,劇的な,adjective,5
dull,面白みのない，鈍い,adjective,5
eager,強く望んでいる,adjective,5
educational,教育の，教育的な,adjective,5
effective,効果的な,adjective,5
efficient,効率［能率］の良い,adjective,5
elderly,年配の,adjective,5
emotional,感情の，感情的な,adjective,5
empty,何も入っていない，空の,adjective,5
engaged,従事している，婚約している,adjective,5
enormous,非常に大きい,adjective,5
entire,全体の，…全体,adjective,5
evil,邪悪な，悪の,adjective,5
extra,余分の,adjective,5
extraordinary,普通でない，並はずれた,adjective,5
extreme,極端な,adjective,5
fair,公平な，かなりの,adjective,5
FALSE,誤った，偽りの,adjective,5
fat,太った／脂肪,adjective,5
favorite,一番好きな，一番好きなもの,adjective,5
female,雌の，女性の／雌，女性,adjective,5
financial,財政の，金融の,adjective,5
firm,しっかりした，堅い／会社,adjective,5
former,前の／前者,adjective,5
friendly,友好的な,adjective,5
fundamental,基本的な，根本的な,adjective,5
gentle,穏やかな，やさしい,adjective,5
global,地球の，世界の,adjective,5
harmful,有害な,adjective,5
historical,歴史（上）の,adjective,5
honest,正直な,adjective,5
immediate,即座の,adjective,5
independent,独立した，自立した,adjective,5
intellectual,知的な，知性の,adjective,5
intelligent,知能の高い,adjective,5
internal,内部の,adjective,5
junior,ポストが下の，下級の／年下の人,adjective,5
latter,後者の,adjective,5
literary,文学の,adjective,5
medium,中間の,adjective,5
military,軍隊の，軍事の,adjective,5
mysterious,不可解な,adjective,5
narrow,幅が狭い,adjective,5
nearby,近くの,adjective,5
negative,否定の，否定的［悲観的］な,adjective,5
nervous,あがっている，神経質な,adjective,5
nuclear,核の,adjective,5
opposite,反対の／…と反対側の,adjective,5
patient,我慢強い／患者,adjective,5
pleasant,楽しい，気持ちのよい,adjective,5
polite,礼儀正しい,adjective,5
positive,自信のある，肯定的な,adjective,5
potential,潜在的な,adjective,5
previous,前の,adjective,5
primary,最初の，主要な，最優先の,adjective,5
primitive,原始的な,adjective,5
proper,適切な,adjective,5
proud,自慢に思って,adjective,5
rare,まれな,adjective,5
reasonable,理性のある，理にかなった,adjective,5
remarkable,目立った，顕著な,adjective,5
responsible,責任がある,adjective,5
rough,ごつごつした，粗い，大雑把な,adjective,5
rural,田舎の,adjective,5
senior,ポストが上の，上級の／年上の人,adjective,5
sensitive,敏感な，神経質な,adjective,5
severe,厳しい,adjective,5
significant,重要な,adjective,5
silly,馬鹿な,adjective,5
slight,かすかな,adjective,5
smart,頭の良い,adjective,5
solid,固い／固体,adjective,5
specific,具体的な，特定の,adjective,5
stupid,馬鹿な,adjective,5
sudden,突然の,adjective,5
suitable,適した,adjective,5
superior,より優れた,adjective,5
technical,技術上の，専門的な,adjective,5
terrible,ひどい，不快な,adjective,5
tiny,ごく小さい,adjective,5
tough,頑強な,adjective,5
typical,典型的な,adjective,5
unique,他に類のない，特別な,adjective,5
universal,普遍的な，万国［万人］共通の,adjective,5
unknown,未知の，無名の,adjective,5
unusual,めずらしい，普通でない,adjective,5
upset,気持ちが動揺した／…の心をかき乱す,adjective,5
urban,都会の，都市の,adjective,5
useless,役に立たない,adjective,5
valuable,貴重な,adjective,5
visible,目に見える,adjective,5
vital,極めて重要な，必要不可欠な,adjective,5
wealthy,裕福な,adjective,5
welcome,歓迎される／…を歓迎する,adjective,5
well-known,よく知られた,adjective,5
willing,いとわない，やぶさかでない,adjective,5
absolutely,絶対に,adverb,5
alive,生きている,adverb,5
apart,離れて,adverb,5
closely,綿密に，密接に,adverb,5
constantly,常に,adverb,5
directly,直接（的）に,adverb,5
entirely,完全に，全く,adverb,5
fairly,かなり，公平に,adverb,5
forever,永遠に,adverb,5
fully,十分に，完全に,adverb,5
gradually,次第に,adverb,5
largely,主として,adverb,5
necessarily,必然的に,adverb,5
nevertheless,にもかかわらず,adverb,5
normally,通常は，正常に,adverb,5
obviously,明らかに,adverb,5
occasionally,時折,adverb,5
possibly,ひょっとすると,adverb,5
properly,適切に,adverb,5
rapidly,素早く,adverb,5
seldom,めったに…しない,adverb,5
slightly,わずかに,adverb,5
somehow,どうにか,adverb,5
somewhat,いくぶん,adverb,5
surely,確かに,adverb,5
totally,完全に,adverb,5
unfortunately,残念なことに,adverb,5
virtually,実質的に,adverb,5
widely,広範囲に,adverb,5
wherever,…する所はどこでも,other,5
despite,…にもかかわらず,other,5
unlike,…とは違って,other,5
acknowledge,…の存在［正しさ］を認める,verb,6
adjust,…を調節する，順応する,verb,6
advise,…にアドバイスする［勧める］,verb,6
amuse,…を楽しませる,verb,6
analyze,…を分析する,verb,6
assure,…に～だとして安心させる,verb,6
astonish,…をびっくりさせる,verb,6
beg,…を乞う,verb,6
bend,…を曲げる,verb,6
blink,まばたきをする／まばたき,verb,6
bow,お辞儀をする／お辞儀,verb,6
broadcast,…を放送する,verb,6
burst,破裂する，…を破裂させる,verb,6
bury,…を埋める,verb,6
capture,…を捕える,verb,6
cease,…をやめる，終わる,verb,6
celebrate,…を祝う,verb,6
characterize,…を特徴づける,verb,6
cling,しがみつく，固執する,verb,6
commit,＜罪など＞を犯す,verb,6
confine,…を限る，…を閉じこめる,verb,6
confirm,…を確認する,verb,6
confront,…を直面させる,verb,6
constitute,…を構成する,verb,6
convert,…を変える，変わる,verb,6
cultivate,…を耕作する，…を栽培する,verb,6
cure,…を治療する,verb,6
dare,思い切って…する，生意気にも…する,verb,6
delay,…を遅らせる,verb,6
deliver,…を配達する,verb,6
depress,…を落胆させる,verb,6
devise,…を考え出す,verb,6
diminish,減る，…を減らす,verb,6
disagree,一致しない,verb,6
discourage,…をがっかりさせる,verb,6
dominate,…を支配する,verb,6
dwell,住む,verb,6
eliminate,…を取り除く,verb,6
embarrass,…を恥ずかしがらせる，…にばつの悪い思いをさせる,verb,6
endure,…に耐える,verb,6
ensure,…を確実にする，…を保証する,verb,6
equip,…に備え付ける［身につけさせる］,verb,6
evolve,進化する,verb,6
exhaust,…を疲れ果てさせる，…を使い果たす,verb,6
exhibit,…を表に出す，…を展示する，,verb,6
fascinate,…を魅了する,verb,6
float,浮かぶ,verb,6
fold,…を折りたたむ,verb,6
found,…を設立する,verb,6
fulfill,…を果たす，…をかなえる,verb,6
gaze,じっと見つめる,verb,6
generate,…を発生させる,verb,6
grasp,…をつかむ，…を理解する,verb,6
guarantee,…を保証する,verb,6
guard,…の警護［監視］をする／警護者，監視者,verb,6
illustrate,…を詳しく説明する,verb,6
imitate,…を模倣する,verb,6
impose,…を課す,verb,6
inclined,傾いている，傾向がある,verb,6
industrialize,…を産業化［工業化］する,verb,6
inspire,…を鼓舞する,verb,6
interfere,干渉する，阻害する,verb,6
interrupt,…の邪魔をする，…を中断させる,verb,6
investigate,（…を）調査する,verb,6
justify,…を正当化する,verb,6
leap,跳ぶ,verb,6
melt,溶ける，…を溶かす,verb,6
misunderstand,…を誤解する,verb,6
neglect,…の世話を怠る，…を省みない,verb,6
nod,うなずく,verb,6
offend,…の気分を害する,verb,6
originate,起こる，生じる,verb,6
overlook,…を見落とす，…を見過ごす,verb,6
owe,…に金を借りている,verb,6
pour,…を注ぐ,verb,6
pray,祈る,verb,6
proceed,進む,verb,6
protest,抗議する／抗議,verb,6
rank,階級，地位,verb,6
relieve,…を和らげる，…から取り除く,verb,6
request,…を依頼する／依頼,verb,6
resist,…を拒む，…に抵抗する,verb,6
resolve,…を解決する，決心する,verb,6
restrict,…を制限する,verb,6
retain,…を保持する,verb,6
review,論評，批評／…を論評する，…を検討する,verb,6
ruin,…を台無しにする,verb,6
scare,…を怯えさせる，…をびっくりさせる,verb,6
scatter,…をまき散らす,verb,6
scream,金切り声を上げる,verb,6
secure,…を確保する，…を安全にする／ゆるぎない,verb,6
specialize,専門にする，専攻する,verb,6
spoil,…を台無しにする,verb,6
strengthen,…を強化する,verb,6
substitute,…を代わりに使う／代わり,verb,6
suppress,…を抑える,verb,6
swallow,…を飲み込む,verb,6
sweep,…を掃く，…を掃くように動かす,verb,6
trace,…の跡［起源］を辿る／跡，痕跡,verb,6
undergo,…を経験する,verb,6
urge,…を（強く）促す［要請する］／願望,verb,6
wander,ぶらつく，放浪する,verb,6
weigh,…の重さがある,verb,6
whisper,ささやく,verb,6
yell,大声を上げる,verb,6
absence,不在，欠如,noun,6
accent,（ことばの）なまり，抑揚,noun,6
acceptance,受け入れ,noun,6
access,アクセス，使用［閲覧］する機会［権利］,noun,6
acquaintance,知り合い,noun,6
affection,愛情,noun,6
aggression,攻撃性,noun,6
alarm,懸念／…に懸念を抱かせる,noun,6
ambition,夢，大望,noun,6
appetite,食欲,noun,6
application,応用，適用,noun,6
appointment,約束,noun,6
arrangement,準備，取り決め,noun,6
athlete,運動選手,noun,6
avenue,…通り，大通り,noun,6
band,（音楽の）バンド，一団,noun,6
border,国境,noun,6
burden,重荷，負担,noun,6
campaign,政治的運動,noun,6
candidate,候補者，志願者,noun,6
cash,現金,noun,6
category,部門，部類,noun,6
cave,ほら穴,noun,6
cell,細胞,noun,6
charm,魅力／…を魅了する,noun,6
colleague,同僚,noun,6
colony,植民地,noun,6
committee,委員会,noun,6
companion,連れ，仲間,noun,6
comparison,比較,noun,6
complaint,不満,noun,6
complexity,複雑さ,noun,6
composition,構成，楽曲,noun,6
confusion,混乱,noun,6
construction,建設，構造,noun,6
contract,契約,noun,6
convention,しきたり，（大規模な）会議,noun,6
courage,勇気,noun,6
crash,衝突／衝突する,noun,6
crew,乗組員，一団,noun,6
critic,批評家，批判者,noun,6
description,説明，描写,noun,6
dialect,方言，なまり,noun,6
dignity,威厳，尊厳,noun,6
disadvantage,不利，デメリット,noun,6
dispute,争議，口論,noun,6
division,分割，部門,noun,6
divorce,離婚,noun,6
document,文書,noun,6
ecology,生態（学）,noun,6
economics,経済学,noun,6
editor,編集者,noun,6
emotion,感情,noun,6
emperor,皇帝，天皇,noun,6
enterprise,会社，事業,noun,6
enthusiasm,情熱，熱意,noun,6
equality,平等,noun,6
era,時代,noun,6
exception,例外,noun,6
executive,幹部，重役,noun,6
expense,費用，出費，犠牲,noun,6
explosion,爆発,noun,6
extinction,絶滅,noun,6
facility,施設，設備,noun,6
fairy,妖精,noun,6
flame,炎,noun,6
fortune,運，財産,noun,6
foundation,土台，根拠，設立,noun,6
frontier,国境，辺境,noun,6
fund,資金，基金,noun,6
funeral,葬式,noun,6
fur,毛皮,noun,6
furniture,家具，調度品,noun,6
garbage,（生）ゴミ，くず,noun,6
gene,遺伝子,noun,6
globe,地球,noun,6
grave,墓／深刻な,noun,6
ground,根拠，理由,noun,6
harmony,調和,noun,6
harvest,収穫／…を収穫する,noun,6
honor,名誉，敬意,noun,6
hunger,飢え，空腹,noun,6
immigration,（他国からの）移住,noun,6
impulse,衝動,noun,6
incident,事件,noun,6
infant,幼児,noun,6
inhabitant,（ある場所の）居住者，生息動物,noun,6
injury,けが,noun,6
insect,昆虫,noun,6
insight,深く正確な理解，洞察（力）,noun,6
instinct,本能,noun,6
institution,制度，慣習，（重要な）施設,noun,6
instrument,道具，器具,noun,6
insurance,保険,noun,6
introduction,紹介，導入,noun,6
investment,投資,noun,6
liberty,自由,noun,6
limitation,制限，制約,noun,6
load,積み荷／…を積む,noun,6
location,位置，場所,noun,6
logic,論理，理屈,noun,6
lord,封建君主，…卿，（（大文字で））神,noun,6
lung,肺,noun,6
luxury,贅沢，贅沢品,noun,6
mail,郵便／…を投函する,noun,6
mammal,哺乳動物,noun,6
mineral,鉱物,noun,6
minority,少数派,noun,6
mood,気分,noun,6
motive,動機,noun,6
myth,神話,noun,6
neighbor,近所の人,noun,6
nerve,神経,noun,6
obligation,義務,noun,6
orbit,軌道,noun,6
output,生産量，産出量,noun,6
owner,所有者,noun,6
participant,参加者,noun,6
passion,熱望，強い関心,noun,6
patience,辛抱強さ，忍耐,noun,6
perception,洞察（力），知覚,noun,6
perspective,見地，視座,noun,6
pile,積み重ね，「山」,noun,6
pioneer,開拓者，先駆者,noun,6
poison,毒,noun,6
portion,部分,noun,6
possession,所有，所有物,noun,6
preference,好み,noun,6
prejudice,先入観，偏見,noun,6
privilege,特権,noun,6
profession,職業,noun,6
pronunciation,発音,noun,6
prospect,見通し，見込み,noun,6
punishment,罰,noun,6
pursuit,追跡，追求,noun,6
ray,光線,noun,6
recognition,その人［それ］だとわかること,noun,6
reference,言及，参照,noun,6
reflection,反映，反射,noun,6
relief,安堵，軽減,noun,6
requirement,要求される事柄，必要なもの,noun,6
resident,居住者,noun,6
ritual,儀式,noun,6
root,根，根源／…を根づかせる,noun,6
sacrifice,犠牲／…を犠牲にする,noun,6
scholar,学者,noun,6
seed,種子,noun,6
servant,使用人，お手伝い,noun,6
shade,日陰,noun,6
shame,恥，不名誉，残念なこと,noun,6
shelter,避難，避難場所,noun,6
shore,岸，海岸,noun,6
similarity,類似（点）,noun,6
site,場所，用地,noun,6
specialist,専門家，専門医,noun,6
statistics,統計,noun,6
steam,蒸気,noun,6
strip,細長い一片［地域］／…をはぎ取る,noun,6
stuff,モノ,noun,6
suburb,郊外,noun,6
tale,お話,noun,6
telescope,望遠鏡,noun,6
tension,緊張,noun,6
territory,領土,noun,6
text,本文，書かれたもの,noun,6
tide,潮，風潮,noun,6
tip,先，先端,noun,6
tone,音，音色，（声・ことばの）調子，,noun,6
traffic jam,交通渋滞,noun,6
tragedy,悲劇,noun,6
trail,通った跡，でこぼこ道,noun,6
trait,特性，特徴,noun,6
transportation,輸送,noun,6
trap,わな／…をわなにかける,noun,6
treasure,宝，財宝,noun,6
trial,裁判，試み,noun,6
trick,…をだます／手品，こつ,noun,6
unemployment,失業,noun,6
version,…版，別形式,noun,6
virtue,徳，美徳，長所,noun,6
volunteer,ボランティア，志願兵,noun,6
voyage,航海,noun,6
wage,賃金,noun,6
weapon,武器,noun,6
Westerner,西洋人，西部に住む人,noun,6
absolute,絶対的な，完全な,adjective,6
abstract,抽象的な,adjective,6
accustomed,慣れている,adjective,6
additional,追加の,adjective,6
adequate,十分な,adjective,6
aggressive,攻撃的な，積極的な,adjective,6
amazing,びっくりするような,adjective,6
annual,毎年の,adjective,6
apparent,外見上の，明らかな,adjective,6
artificial,人工的な,adjective,6
Atlantic,大西洋の,adjective,6
atomic,原子の，原子力の,adjective,6
awful,ひどい,adjective,6
based,基づいている,adjective,6
brilliant,すばらしい,adjective,6
calm,穏やかな，落ち着いた,adjective,6
casual,何気ない,adjective,6
civil,公民の，（軍事に対し）民間の,adjective,6
classical,古典の，古典的な,adjective,6
definite,明確な,adjective,6
delicate,微妙な,adjective,6
democratic,民主主義の，民主的な,adjective,6
desirable,望ましい,adjective,6
dirty,汚れた,adjective,6
distinct,はっきり異なる,adjective,6
elaborate,手の込んだ,adjective,6
electrical,電気の,adjective,6
elementary,初歩の，基本の,adjective,6
equivalent,等しい，同等の,adjective,6
evident,明らかな,adjective,6
exact,正確な,adjective,6
excessive,過度の,adjective,6
external,外部の,adjective,6
frequent,頻繁な,adjective,6
generous,気前のよい,adjective,6
genuine,本物の，偽りのない,adjective,6
grand,壮大な,adjective,6
guilty,有罪の,adjective,6
identical,全く同じ,adjective,6
inevitable,避けられない,adjective,6
inferior,劣った,adjective,6
initial,当初の,adjective,6
inner,内部の,adjective,6
intimate,親密な,adjective,6
invisible,見えない,adjective,6
keen,切望した，熱意のある,adjective,6
latest,最新の，最近の,adjective,6
legal,法律の，合法な,adjective,6
liberal,（他の思想に）寛大な，自由主義的な,adjective,6
located,（ある場所に）位置する,adjective,6
logical,論理的な,adjective,6
long-term,長期的な,adjective,6
massive,巨大な，大規模な,adjective,6
mature,成熟した,adjective,6
mechanical,機械の，機械的な,adjective,6
minor,小さな，重要度の低い,adjective,6
mutual,相互の,adjective,6
numerous,多数の,adjective,6
odd,変な，奇数の／（（oddsで））可能性,adjective,6
overwhelming,圧倒的な,adjective,6
painful,苦痛な,adjective,6
passive,受身の，消極的な,adjective,6
peculiar,奇妙な,adjective,6
permanent,永久の，常設の,adjective,6
plain,簡素な，無地の／高原,adjective,6
precious,貴重な,adjective,6
precise,正確な,adjective,6
precisely,正確に,adjective,6
prime,主要な，最重要の,adjective,6
principal,第一の，主要な／校長，学長,adjective,6
profound,深い，大きな,adjective,6
racial,人種の,adjective,6
rational,理性的な,adjective,6
raw,生の，原料のままの,adjective,6
relative,相対的［比較的］な,adjective,6
reliable,頼りになる,adjective,6
remote,遠い,adjective,6
routine,いつもの／いつもの手順,adjective,6
rude,失礼な,adjective,6
satisfactory,満足のいく,adjective,6
sensible,分別［判断力］がある,adjective,6
spare,予備の／＜時間・手間＞をさく,adjective,6
spiritual,精神の，精神的な,adjective,6
steady,着実な,adjective,6
strict,厳しい，厳密な,adjective,6
subtle,微妙な,adjective,6
sufficient,十分な,adjective,6
tremendous,非常に大きな,adjective,6
tropical,熱帯（地方）の,adjective,6
ultimate,究極の,adjective,6
uncomfortable,心地の悪い,adjective,6
unexpected,予期せぬ,adjective,6
unlikely,可能性が低い,adjective,6
unpleasant,不愉快な,adjective,6
verbal,ことばの，口頭での,adjective,6
visual,視覚の，視覚的な,adjective,6
widespread,広範囲に渡る,adjective,6
aloud,声に出して,adverb,6
altogether,完全に,adverb,6
barely,かろうじて,adverb,6
commonly,一般に,adverb,6
consequently,その結果,adverb,6
deliberately,故意に,adverb,6
effectively,効果的に,adverb,6
essentially,本質的に,adverb,6
firmly,堅く，堅固に,adverb,6
increasingly,ますます,adverb,6
literally,文字通りに,adverb,6
practically,実質的に，ほとんど,adverb,6
primarily,主として,adverb,6
readily,すぐに,adverb,6
regardless,かかわらず，関係なく,adverb,6
regularly,規則的に，定期的に,adverb,6
roughly,大雑把に,adverb,6
socially,社会的に,adverb,6
steadily,着実に,adverb,6
traditionally,伝統的に,adverb,6
undoubtedly,疑いなく,adverb,6
whereas,…である一方で,other,6
beneath,…の下に,other,6
